datetime,PO4T1,PO4T2,Oxi,ID toc do quat,Luu luong S003 F2,<100µm,<10µm,<120um,<130um,<150um,<15µm,<20µm,<45µm,<50µm,<60µm,<70µm,<80µm,MKN
2023-01-01 06:00:00,909.3605957,729.3822021,1.794247627,70,134.6508331,42.02,0.45,61.16,69.55,82.61,0.86,1.37,6.22,7.87,11.85,17.26,24.24,0.729509906
2023-01-01 08:00:00,916.890625,734.1671753,1.786237955,70,140.5735474,42.02,0.45,61.16,69.55,82.61,0.86,1.37,6.22,7.87,11.85,17.26,24.24,0.729509906
2023-01-01 10:00:00,914.7276611,729.8049927,1.719933152,70,138.5697327,42.02,0.45,61.16,69.55,82.61,0.86,1.37,6.22,7.87,11.85,17.26,24.24,0.729509906
2023-01-01 12:00:00,919.9615479,722.7276611,1.721712828,70,133.1458588,42.02,0.45,61.16,69.55,82.61,0.86,1.37,6.22,7.87,11.85,17.26,24.24,0.729509906
2023-01-01 14:00:00,912.4713745,728.8925171,1.789797544,70,135.3314667,39.67,0.44,58.64,67.08,80.42,0.84,1.34,5.76,7.26,10.89,15.9,22.49,0.738796732
2023-01-01 16:00:00,912.4713745,728.8925171,1.789797544,70,135.3314667,39.67,0.44,58.64,67.08,80.42,0.84,1.34,5.76,7.26,10.89,15.9,22.49,0.738796732
2023-01-01 18:00:00,908.3724976,731.986084,1.67543292,70,133.1754608,39.67,0.44,58.64,67.08,80.42,0.84,1.34,5.76,7.26,10.89,15.9,22.49,0.738796732
2023-01-01 20:00:00,906.3029785,725.9324951,1.484083533,70,136.8956299,39.67,0.44,58.64,67.08,80.42,0.84,1.34,5.76,7.26,10.89,15.9,22.49,0.738796732
2023-01-01 22:00:00,905.595459,729.1373291,1.612243056,70,138.3879395,42.18,0.48,61.01,69.25,82.01,0.9,1.43,6.39,8.07,12.09,17.55,24.53,0.763448217
2023-01-02 00:00:00,894.8743896,717.319458,1.719487906,70,135.1665955,42.18,0.48,61.01,69.25,82.01,0.9,1.43,6.39,8.07,12.09,17.55,24.53,0.763448217
2023-01-02 02:00:00,902.8850708,719.8789063,1.621588469,70,135.6273804,42.18,0.48,61.01,69.25,82.01,0.9,1.43,6.39,8.07,12.09,17.55,24.53,0.763448217
2023-01-02 04:00:00,910.7490234,721.2810059,1.680328131,70,132.4863586,42.18,0.48,61.01,69.25,82.01,0.9,1.43,6.39,8.07,12.09,17.55,24.53,0.763448217
2023-01-02 06:00:00,913.526123,734.8126221,1.711033106,70,137.6143036,40.09,0.33,59.2,67.66,80.99,0.7,1.16,5.58,7.11,10.82,15.95,22.67,0.724394514
2023-01-02 08:00:00,898.5727539,722.4383545,1.666533232,70,133.8053436,40.09,0.33,59.2,67.66,80.99,0.7,1.16,5.58,7.11,10.82,15.95,22.67,0.724394514
2023-01-02 10:00:00,907.7316284,722.5940552,1.815607429,70,132.4821472,40.09,0.33,59.2,67.66,80.99,0.7,1.16,5.58,7.11,10.82,15.95,22.67,0.724394514
2023-01-02 12:00:00,893.5125732,717.6087646,1.824062586,70,132.9302521,40.09,0.33,59.2,67.66,80.99,0.7,1.16,5.58,7.11,10.82,15.95,22.67,0.724394514
2023-01-02 14:00:00,912.4979248,717.1191406,1.990936995,70,131.8268738,41.3,0.26,60.58,68.98,81.95,0.65,1.15,5.57,7.12,10.94,16.3,23.32,0.767200647
2023-01-02 16:00:00,912.4979248,717.1191406,1.990936995,70,131.8268738,41.3,0.26,60.58,68.98,81.95,0.65,1.15,5.57,7.12,10.94,16.3,23.32,0.767200647
2023-01-02 18:00:00,905.9158936,721.0806885,1.648288369,70,134.4690552,41.3,0.26,60.58,68.98,81.95,0.65,1.15,5.57,7.12,10.94,16.3,23.32,0.767200647
2023-01-02 20:00:00,910.508667,726.2885742,1.897932291,70,136.0501404,41.3,0.26,60.58,68.98,81.95,0.65,1.15,5.57,7.12,10.94,16.3,23.32,0.767200647
2023-01-02 22:00:00,905.1414185,725.7989502,1.593108177,70,133.2346497,43.25,0.36,62.24,70.44,82.97,0.79,1.36,6.53,8.24,12.37,17.98,25.18,0.913306995
2023-01-03 00:00:00,897.1707764,719.5227661,1.760427833,70,137.8975372,43.25,0.36,62.24,70.44,82.97,0.79,1.36,6.53,8.24,12.37,17.98,25.18,0.913306995
2023-01-03 02:00:00,912.5248413,724.4858398,1.617138267,70,134.4394684,43.25,0.36,62.24,70.44,82.97,0.79,1.36,6.53,8.24,12.37,17.98,25.18,0.913306995
2023-01-03 04:00:00,897.6647949,718.9886475,1.673207879,70,135.5132446,43.25,0.36,62.24,70.44,82.97,0.79,1.36,6.53,8.24,12.37,17.98,25.18,0.913306995
2023-01-03 06:00:00,910.7623291,717.7868652,1.669203043,70,138.6077728,40.4,0.21,60,68.59,81.92,0.57,1.03,5.02,6.47,10.11,15.35,22.31,0.847821134
2023-01-03 08:00:00,903.4458008,711.1101074,1.875237226,70,139.3095398,40.4,0.21,60,68.59,81.92,0.57,1.03,5.02,6.47,10.11,15.35,22.31,0.847821134
2023-01-03 10:00:00,901.4165649,706.9482422,1.806262732,70,127.5063934,40.4,0.21,60,68.59,81.92,0.57,1.03,5.02,6.47,10.11,15.35,22.31,0.847821134
2023-01-03 12:00:00,907.5581055,714.9603271,1.771107912,70,133.0824432,40.4,0.21,60,68.59,81.92,0.57,1.03,5.02,6.47,10.11,15.35,22.31,0.847821134
2023-01-03 14:00:00,908.0921021,711.5997314,1.611353159,70,135.5978088,42.61,0.28,61.55,69.79,82.46,0.67,1.19,6.15,7.87,12,17.58,24.72,0.797532488
2023-01-03 16:00:00,908.0921021,711.5997314,1.611353159,70,135.5978088,42.61,0.28,61.55,69.79,82.46,0.67,1.19,6.15,7.87,12,17.58,24.72,0.797532488
2023-01-03 18:00:00,916.1829834,716.6517334,1.578423381,70,135.8852692,42.61,0.28,61.55,69.79,82.46,0.67,1.19,6.15,7.87,12,17.58,24.72,0.797532488
2023-01-03 20:00:00,905.3684082,716.6517334,1.867227554,70,136.6673431,42.61,0.28,61.55,69.79,82.46,0.67,1.19,6.15,7.87,12,17.58,24.72,0.797532488
2023-01-03 22:00:00,908.1322021,717.4975586,1.783123016,70,134.2914886,41.33,0.28,60.58,69.04,82.22,0.66,1.19,5.82,7.4,11.25,16.59,23.53,0.783920923
2023-01-04 00:00:00,903.6595459,717.4084473,1.532588601,70,137.8975372,41.33,0.28,60.58,69.04,82.22,0.66,1.19,5.82,7.4,11.25,16.59,23.53,0.783920923
2023-01-04 02:00:00,909.5740967,720.3685303,1.326554418,70,137.5720215,41.33,0.28,60.58,69.04,82.22,0.66,1.19,5.82,7.4,11.25,16.59,23.53,0.783920923
2023-01-04 04:00:00,902.0038452,717.5419922,1.639388323,70,134.6170197,41.33,0.28,60.58,69.04,82.22,0.66,1.19,5.82,7.4,11.25,16.59,23.53,0.783920923
2023-01-04 06:00:00,908.9733276,717.5419922,1.66119349,70,136.7307739,41.83,0.27,61.14,69.51,82.37,0.65,1.16,5.73,7.28,11.13,16.55,23.66,0.824807491
2023-01-04 08:00:00,898.479248,715.3831787,1.673653007,70,136.2741852,41.83,0.27,61.14,69.51,82.37,0.65,1.16,5.73,7.28,11.13,16.55,23.66,0.824807491
2023-01-04 10:00:00,901.0159912,714.3149414,1.85521245,70,131.7507782,41.83,0.27,61.14,69.51,82.37,0.65,1.16,5.73,7.28,11.13,16.55,23.66,0.824807491
2023-01-04 12:00:00,904.9813232,710.6204834,1.91706717,70,127.0160141,41.83,0.27,61.14,69.51,82.37,0.65,1.16,5.73,7.28,11.13,16.55,23.66,0.824807491
2023-01-04 14:00:00,915.6356201,718.1429443,1.788017631,70,127.100563,41,0.24,60.41,68.9,82.01,0.57,1.06,5.47,6.99,10.75,16.04,23.01,0.793188149
2023-01-04 16:00:00,915.6356201,718.1429443,1.788017631,70,127.100563,41,0.24,60.41,68.9,82.01,0.57,1.06,5.47,6.99,10.75,16.04,23.01,0.793188149
2023-01-04 18:00:00,899.8144531,715.6502686,1.904607415,70,131.9283295,41,0.24,60.41,68.9,82.01,0.57,1.06,5.47,6.99,10.75,16.04,23.01,0.793188149
2023-01-04 20:00:00,902.7783203,720.9471436,1.751527786,70,137.7960968,41,0.24,60.41,68.9,82.01,0.57,1.06,5.47,6.99,10.75,16.04,23.01,0.793188149
2023-01-04 22:00:00,901.8838501,720.2349854,1.56195879,70,133.6827393,37.43,0.08,57.23,66.12,80.19,0.4,0.84,4.48,5.76,8.97,13.63,20.03,0.793188149
2023-01-05 00:00:00,704.5924683,540.5185547,17.51070595,20,0,37.43,0.08,57.23,66.12,80.19,0.4,0.84,4.48,5.76,8.97,13.63,20.03,0.793188149
2023-01-05 02:00:00,631.3208008,472.460022,18.92357635,20,0,37.43,0.08,57.23,66.12,80.19,0.4,0.84,4.48,5.76,8.97,13.63,20.03,0.793188149
2023-01-05 04:00:00,577.5019531,413.1703186,19.79132271,20,0,37.43,0.08,57.23,66.12,80.19,0.4,0.84,4.48,5.76,8.97,13.63,20.03,0.793188149
2023-01-05 06:00:00,532.6817627,363.8735657,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 08:00:00,513.7230225,368.4137268,BAD,15,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 10:00:00,513.7230225,330.6454468,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 12:00:00,427.3876343,271.0664368,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 14:00:00,399.9908447,234.8560791,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 16:00:00,399.9908447,234.8560791,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 18:00:00,348.8288574,178.1480408,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 20:00:00,335.8781738,181.197113,BAD,10,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-05 22:00:00,327.7072144,188.3857574,BAD,10,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 00:00:00,314.5963135,173.9194489,BAD,10,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 02:00:00,299.6428833,161.7009277,BAD,10,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 04:00:00,285.1968079,148.4141693,BAD,10,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 06:00:00,259.7689209,113.8062439,BAD,20,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 08:00:00,253.1066589,193.9274597,BAD,29,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 10:00:00,277.2457275,294.8357544,BAD,43,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 12:00:00,338.0873413,343.553894,9.007229805,35,0,-,-,-,-,-,-,-,-,-,-,-,-,0.793188149
2023-01-06 14:00:00,523.8565674,354.3479919,8.916003227,41,0,-,-,-,-,-,-,-,-,-,-,-,-,1.129206152
2023-01-06 16:00:00,523.8565674,354.3479919,8.916003227,41,0,-,-,-,-,-,-,-,-,-,-,-,-,1.129206152
2023-01-06 18:00:00,891.6968384,437.1844482,4.721892834,70,64.93114471,-,-,-,-,-,-,-,-,-,-,-,-,1.129206152
2023-01-06 20:00:00,955.6554565,522.1129761,3.543536663,70,103.6845093,-,-,-,-,-,-,-,-,-,-,-,-,1.129206152
2023-01-06 22:00:00,946.8970947,582.2039185,2.576555014,70,113.4584503,41.93,0.23,61.22,69.59,82.42,0.61,1.15,5.82,7.4,11.26,16.69,23.8,1.027269784
2023-01-07 00:00:00,946.8169556,608.8664551,2.49423027,70,119.1148148,41.93,0.23,61.22,69.59,82.42,0.61,1.15,5.82,7.4,11.26,16.69,23.8,1.027269784
2023-01-07 02:00:00,939.8208618,623.6221313,2.348270893,70,115.7497406,41.93,0.23,61.22,69.59,82.42,0.61,1.15,5.82,7.4,11.26,16.69,23.8,1.027269784
2023-01-07 04:00:00,954.9880371,632.5690308,2.21699667,70,122.1670761,41.93,0.23,61.22,69.59,82.42,0.61,1.15,5.82,7.4,11.26,16.69,23.8,1.027269784
2023-01-07 06:00:00,956.6968994,645.4996338,2.371410847,70,120.8776932,42.76,0.18,62.2,70.55,83.21,0.5,1,5.61,7.2,11.17,16.81,24.17,1.008452819
2023-01-07 08:00:00,952.0505371,651.5310669,2.288196087,70,119.516449,42.76,0.18,62.2,70.55,83.21,0.5,1,5.61,7.2,11.17,16.81,24.17,1.008452819
2023-01-07 10:00:00,960.9160767,661.5239868,2.025202036,70,122.0909729,42.76,0.18,62.2,70.55,83.21,0.5,1,5.61,7.2,11.17,16.81,24.17,1.008452819
2023-01-07 12:00:00,950.3417358,661.7687378,2.064361572,70,117.6732559,42.76,0.18,62.2,70.55,83.21,0.5,1,5.61,7.2,11.17,16.81,24.17,1.008452819
2023-01-07 14:00:00,945.9625854,669.2467651,1.989601851,70,123.7946396,43.19,0.23,62.56,70.93,83.68,0.6,1.16,6.07,7.72,11.78,17.44,24.76,0.911305533
2023-01-07 16:00:00,945.9625854,669.2467651,1.989601851,70,123.7946396,43.19,0.23,62.56,70.93,83.68,0.6,1.16,6.07,7.72,11.78,17.44,24.76,0.911305533
2023-01-07 18:00:00,973.5994873,697.6452637,1.359038949,70,132.4905853,43.19,0.23,62.56,70.93,83.68,0.6,1.16,6.07,7.72,11.78,17.44,24.76,0.911305533
2023-01-07 20:00:00,954.4006348,701.9851074,1.440473795,70,131.3703156,43.19,0.23,62.56,70.93,83.68,0.6,1.16,6.07,7.72,11.78,17.44,24.76,0.911305533
2023-01-07 22:00:00,952.664917,701.8293457,1.485418677,70,132.5793762,42.37,0.17,61.86,70.29,83.17,0.42,0.9,5.45,7.03,10.98,16.58,23.89,0.934346475
2023-01-08 00:00:00,960.0614014,702.5638428,1.387073994,70,132.9640656,42.37,0.17,61.86,70.29,83.17,0.42,0.9,5.45,7.03,10.98,16.58,23.89,0.934346475
2023-01-08 02:00:00,953.9466553,701.3842773,1.584653258,70,127.0836334,42.37,0.17,61.86,70.29,83.17,0.42,0.9,5.45,7.03,10.98,16.58,23.89,0.934346475
2023-01-08 04:00:00,942.1173706,703.276001,1.523688436,70,123.2112579,42.37,0.17,61.86,70.29,83.17,0.42,0.9,5.45,7.03,10.98,16.58,23.89,0.934346475
2023-01-08 06:00:00,946.5233154,703.5653076,1.62915349,70,126.3142242,-,-,-,-,-,-,-,-,-,-,-,-,0.920201557
2023-01-08 08:00:00,956.456543,705.5461426,1.532143354,70,128.6985474,-,-,-,-,-,-,-,-,-,-,-,-,0.920201557
2023-01-08 10:00:00,949.5406494,701.4064941,1.723047972,70,132.88797,-,-,-,-,-,-,-,-,-,-,-,-,0.920201557
2023-01-08 12:00:00,948.0454102,700.7833252,1.761317849,70,136.7053986,-,-,-,-,-,-,-,-,-,-,-,-,0.920201557
2023-01-08 14:00:00,950.2615967,701.8071289,1.74752295,70,134.2154236,-,-,-,-,-,-,-,-,-,-,-,-,0.879097005
2023-01-08 16:00:00,950.2615967,701.8071289,1.74752295,70,134.2154236,-,-,-,-,-,-,-,-,-,-,-,-,0.879097005
2023-01-08 18:00:00,944.9744873,705.1455078,1.585988402,70,138.6458282,-,-,-,-,-,-,-,-,-,-,-,-,0.879097005
2023-01-08 20:00:00,952.0240479,705.6573486,1.754198074,70,137.1196899,-,-,-,-,-,-,-,-,-,-,-,-,0.879097005
2023-01-08 22:00:00,952.104126,709.440918,1.54104352,70,138.3794861,42.16,0.13,61.77,70.24,83.16,0.39,0.88,5.47,7.04,10.92,16.42,23.67,0.862420031
2023-01-09 00:00:00,949.4605713,710.1530762,1.509893537,70,137.4367523,42.16,0.13,61.77,70.24,83.16,0.39,0.88,5.47,7.04,10.92,16.42,23.67,0.862420031
2023-01-09 02:00:00,949.300293,715.227417,1.313204169,70,135.2257843,42.16,0.13,61.77,70.24,83.16,0.39,0.88,5.47,7.04,10.92,16.42,23.67,0.862420031
2023-01-09 04:00:00,947.1373901,715.3609619,1.312759519,70,146.534317,42.16,0.13,61.77,70.24,83.16,0.39,0.88,5.47,7.04,10.92,16.42,23.67,0.862420031
2023-01-09 06:00:00,952.104126,706.5921631,1.420003772,70,141.7741547,43.07,0.19,62.35,70.66,83.3,0.49,1,5.84,7.5,11.59,17.3,24.65,0.883065805
2023-01-09 08:00:00,961.2896729,706.0357666,1.389744282,70,139.2249756,43.07,0.19,62.35,70.66,83.3,0.49,1,5.84,7.5,11.59,17.3,24.65,0.883065805
2023-01-09 10:00:00,964.9211426,714.982605,1.670538187,70,132.2454071,43.07,0.19,62.35,70.66,83.3,0.49,1,5.84,7.5,11.59,17.3,24.65,0.883065805
2023-01-09 12:00:00,1010.048401,729.4934082,1.716818213,70,130.0640106,43.07,0.19,62.35,70.66,83.3,0.49,1,5.84,7.5,11.59,17.3,24.65,0.883065805
2023-01-09 14:00:00,1015.068604,742.3574219,1.298519373,70,130.2500305,41.15,0.19,60.58,69.07,82.22,0.48,0.99,5.43,6.93,10.69,16.04,23.09,0.851219745
2023-01-09 16:00:00,1015.068604,742.3574219,1.298519373,70,130.2500305,41.15,0.19,60.58,69.07,82.22,0.48,0.99,5.43,6.93,10.69,16.04,23.09,0.851219745
2023-01-09 18:00:00,1008.259399,748.9450684,1.427124143,70,132.6385651,41.15,0.19,60.58,69.07,82.22,0.48,0.99,5.43,6.93,10.69,16.04,23.09,0.851219745
2023-01-09 20:00:00,1015.121887,749.2566528,1.230434775,70,135.2680511,41.15,0.19,60.58,69.07,82.22,0.48,0.99,5.43,6.93,10.69,16.04,23.09,0.851219745
2023-01-09 22:00:00,1014.828247,757.0462036,1.267814636,70,139.2292175,44.28,0.2,63.67,71.91,84.23,0.45,0.95,5.75,7.43,11.68,17.67,25.36,0.860243478
2023-01-10 00:00:00,1011.25,756.2005615,1.357704401,70,133.2219543,44.28,0.2,63.67,71.91,84.23,0.45,0.95,5.75,7.43,11.68,17.67,25.36,0.860243478
2023-01-10 02:00:00,1008.900269,755.1767578,1.214859486,70,142.7380066,44.28,0.2,63.67,71.91,84.23,0.45,0.95,5.75,7.43,11.68,17.67,25.36,0.860243478
2023-01-10 04:00:00,1016.483643,753.9081421,1.251349449,70,140.9201965,44.28,0.2,63.67,71.91,84.23,0.45,0.95,5.75,7.43,11.68,17.67,25.36,0.860243478
2023-01-10 06:00:00,1018.913818,756.1113892,1.434689164,70,138.2991791,44.57,0.21,63.79,71.98,84.32,0.45,0.96,6,7.73,12.06,18.09,25.77,0.803751657
2023-01-10 08:00:00,1012.985779,756.3786621,1.153450012,70,135.4625092,44.57,0.21,63.79,71.98,84.32,0.45,0.96,6,7.73,12.06,18.09,25.77,0.803751657
2023-01-10 10:00:00,1011.597412,751.2597656,1.381734014,70,138.7219086,44.57,0.21,63.79,71.98,84.32,0.45,0.96,6,7.73,12.06,18.09,25.77,0.803751657
2023-01-10 12:00:00,1013.866943,750.4806519,1.373724341,70,139.4405823,44.57,0.21,63.79,71.98,84.32,0.45,0.96,6,7.73,12.06,18.09,25.77,0.803751657
2023-01-10 14:00:00,1011.490356,757.9364624,1.404429078,70,127.6458969,42.64,0.22,61.82,70.13,82.86,0.48,1.03,6.06,7.68,11.69,17.27,24.48,0.743426449
2023-01-10 16:00:00,1011.490356,757.9364624,1.404429078,70,127.6458969,42.64,0.22,61.82,70.13,82.86,0.48,1.03,6.06,7.68,11.69,17.27,24.48,0.743426449
2023-01-10 18:00:00,923.4664307,753.1068115,1.30474925,70,138.0835571,42.64,0.22,61.82,70.13,82.86,0.48,1.03,6.06,7.68,11.69,17.27,24.48,0.743426449
2023-01-10 20:00:00,923.7868652,754.8205566,1.167689562,70,141.2034302,42.64,0.22,61.82,70.13,82.86,0.48,1.03,6.06,7.68,11.69,17.27,24.48,0.743426449
2023-01-10 22:00:00,915.9630127,753.5743408,1.099604964,70,139.3813934,42.6,0.1,61.91,70.25,82.98,0.32,0.82,5.7,7.32,11.33,16.97,24.27,0.776016583
2023-01-11 00:00:00,902.7987061,746.0963135,1.363934278,70,135.4202576,42.6,0.1,61.91,70.25,82.98,0.32,0.82,5.7,7.32,11.33,16.97,24.27,0.776016583
2023-01-11 02:00:00,916.9243164,749.4570313,1.388409138,70,126.1831818,42.6,0.1,61.91,70.25,82.98,0.32,0.82,5.7,7.32,11.33,16.97,24.27,0.776016583
2023-01-11 04:00:00,912.3581543,749.2566528,1.137430072,70,143.6765137,42.6,0.1,61.91,70.25,82.98,0.32,0.82,5.7,7.32,11.33,16.97,24.27,0.776016583
2023-01-11 06:00:00,908.6731567,750.9257813,1.282054186,70,130.7404175,-,-,-,-,-,-,-,-,-,-,-,-,0.74881625
2023-01-11 08:00:00,909.8482666,752.7730713,1.343019009,70,136.5236053,-,-,-,-,-,-,-,-,-,-,-,-,0.74881625
2023-01-11 10:00:00,913.4265137,755.0432739,1.451599002,70,129.1889343,-,-,-,-,-,-,-,-,-,-,-,-,0.74881625
2023-01-11 12:00:00,926.9111328,768.0184937,1.262474656,70,135.0778046,-,-,-,-,-,-,-,-,-,-,-,-,0.74881625
2023-01-11 14:00:00,920.1286621,766.5717163,1.224649549,70,134.6381531,42.1,0.19,61.24,69.58,82.44,0.33,0.78,5.75,7.39,11.4,16.94,24.09,0.744112802
2023-01-11 16:00:00,920.1286621,766.5717163,1.224649549,70,134.6381531,42.1,0.19,61.24,69.58,82.44,0.33,0.78,5.75,7.39,11.4,16.94,24.09,0.744112802
2023-01-11 18:00:00,904.6411743,762.6769409,1.32922411,70,133.1416321,42.1,0.19,61.24,69.58,82.44,0.33,0.78,5.75,7.39,11.4,16.94,24.09,0.744112802
2023-01-11 20:00:00,924.7215576,775.496521,1.419113874,70,132.5159607,42.1,0.19,61.24,69.58,82.44,0.33,0.78,5.75,7.39,11.4,16.94,24.09,0.744112802
2023-01-11 22:00:00,915.8294678,762.4545288,1.290954351,70,136.756134,39.47,0.02,58.95,67.57,81.05,0.14,0.52,4.74,6.17,9.77,14.91,21.72,0.759644799
2023-01-12 00:00:00,913.6934814,768.1741333,1.510338783,70,125.7223892,39.47,0.02,58.95,67.57,81.05,0.14,0.52,4.74,6.17,9.77,14.91,21.72,0.759644799
2023-01-12 02:00:00,920.8496704,766.8612061,1.335453987,70,141.6304169,39.47,0.02,58.95,67.57,81.05,0.14,0.52,4.74,6.17,9.77,14.91,21.72,0.759644799
2023-01-12 04:00:00,910.8896484,765.1474609,1.100050211,70,136.6546631,39.47,0.02,58.95,67.57,81.05,0.14,0.52,4.74,6.17,9.77,14.91,21.72,0.759644799
2023-01-12 06:00:00,928.8602295,771.0452271,1.327889562,70,141.8544922,39.56,0.04,59.18,67.82,81.25,0.14,0.5,4.65,6.07,9.64,14.78,21.64,0.73904032
2023-01-12 08:00:00,919.8348999,764.9248047,1.397309303,70,135.6654358,39.56,0.04,59.18,67.82,81.25,0.14,0.5,4.65,6.07,9.64,14.78,21.64,0.73904032
2023-01-12 10:00:00,920.609375,768.9976807,1.307864189,70,137.7284393,39.56,0.04,59.18,67.82,81.25,0.14,0.5,4.65,6.07,9.64,14.78,21.64,0.73904032
2023-01-12 12:00:00,909.9283447,765.5925903,1.217529774,70,134.7903442,39.56,0.04,59.18,67.82,81.25,0.14,0.5,4.65,6.07,9.64,14.78,21.64,0.73904032
2023-01-12 14:00:00,911.7973633,770.1327515,1.420449018,70,137.8848572,37.16,0.06,56.58,65.31,79.2,0.12,0.44,4.26,5.56,8.82,13.56,19.98,0.706667654
2023-01-12 16:00:00,911.7973633,770.1327515,1.420449018,70,137.8848572,37.16,0.06,56.58,65.31,79.2,0.12,0.44,4.26,5.56,8.82,13.56,19.98,0.706667654
2023-01-12 18:00:00,908.3796387,772.7143555,1.229989529,70,135.7584229,37.16,0.06,56.58,65.31,79.2,0.12,0.44,4.26,5.56,8.82,13.56,19.98,0.706667654
2023-01-12 20:00:00,921.9711914,778.1893921,1.245119572,70,134.7142487,37.16,0.06,56.58,65.31,79.2,0.12,0.44,4.26,5.56,8.82,13.56,19.98,0.706667654
2023-01-12 22:00:00,914.0404053,778.9237061,1.39641881,70,133.2177124,36.28,0.01,56.05,64.98,79.23,0.04,0.34,3.85,5.07,8.15,12.73,19.04,0.696999792
2023-01-13 00:00:00,908.5129395,774.6283569,1.130754948,70,138.1638794,36.28,0.01,56.05,64.98,79.23,0.04,0.34,3.85,5.07,8.15,12.73,19.04,0.696999792
2023-01-13 02:00:00,909.5543213,771.779541,1.335453987,70,131.29422,36.28,0.01,56.05,64.98,79.23,0.04,0.34,3.85,5.07,8.15,12.73,19.04,0.696999792
2023-01-13 04:00:00,923.065918,778.3896484,1.153894663,70,138.3794861,36.28,0.01,56.05,64.98,79.23,0.04,0.34,3.85,5.07,8.15,12.73,19.04,0.696999792
2023-01-13 06:00:00,931.5038452,770.3552246,1.305194497,70,134.6043396,37.9,0.05,57.62,66.43,80.29,0.08,0.37,4.18,5.51,8.84,13.71,20.3,0.748730598
2023-01-13 08:00:00,924.4277344,782.0842285,1.139209867,70,137.7876282,37.9,0.05,57.62,66.43,80.29,0.08,0.37,4.18,5.51,8.84,13.71,20.3,0.748730598
2023-01-13 10:00:00,907.8724365,761.6309814,1.201954484,70,140.5397339,37.9,0.05,57.62,66.43,80.29,0.08,0.37,4.18,5.51,8.84,13.71,20.3,0.748730598
2023-01-13 12:00:00,907.8724365,765.0360718,1.392413974,70,140.0155334,37.9,0.05,57.62,66.43,80.29,0.08,0.37,4.18,5.51,8.84,13.71,20.3,0.748730598
2023-01-13 14:00:00,990.4158936,760.5404663,1.37683928,70,138.3202972,38.41,0.1,58.16,66.92,80.69,0.13,0.42,4.36,5.7,9.05,13.97,20.64,0.71305594
2023-01-13 16:00:00,990.4158936,760.5404663,1.37683928,70,138.3202972,38.41,0.1,58.16,66.92,80.69,0.13,0.42,4.36,5.7,9.05,13.97,20.64,0.71305594
2023-01-13 18:00:00,977.0380859,745.3618774,1.465838552,70,133.7334747,38.41,0.1,58.16,66.92,80.69,0.13,0.42,4.36,5.7,9.05,13.97,20.64,0.71305594
2023-01-13 20:00:00,989.5881958,750.213623,1.60289824,70,138.1342773,38.41,0.1,58.16,66.92,80.69,0.13,0.42,4.36,5.7,9.05,13.97,20.64,0.71305594
2023-01-13 22:00:00,993.2330322,749.4347534,1.522353888,70,139.0305023,37.68,0.09,57.51,66.37,80.35,0.11,0.41,4.21,5.5,8.73,13.51,20.06,0.731281743
2023-01-14 00:00:00,989.9354248,754.4646606,1.454268694,70,137.9778595,37.68,0.09,57.51,66.37,80.35,0.11,0.41,4.21,5.5,8.73,13.51,20.06,0.731281743
2023-01-14 02:00:00,972.1514282,754.8873291,1.522798538,70,139.4067535,37.68,0.09,57.51,66.37,80.35,0.11,0.41,4.21,5.5,8.73,13.51,20.06,0.731281743
2023-01-14 04:00:00,997.3185425,759.1159058,1.469398737,70,134.9087219,37.68,0.09,57.51,66.37,80.35,0.11,0.41,4.21,5.5,8.73,13.51,20.06,0.731281743
2023-01-14 06:00:00,983.5533447,756.6678467,1.425788999,70,136.4729004,35.35,0.01,55.07,64.05,78.5,0.04,0.28,3.77,4.97,7.95,12.34,18.44,0.713167583
2023-01-14 08:00:00,979.3477783,752.8843994,1.604233384,70,132.2580872,35.35,0.01,55.07,64.05,78.5,0.04,0.28,3.77,4.97,7.95,12.34,18.44,0.713167583
2023-01-14 10:00:00,994.7017212,749.857666,1.653628349,70,138.1892548,35.35,0.01,55.07,64.05,78.5,0.04,0.28,3.77,4.97,7.95,12.34,18.44,0.713167583
